Hotel Name,Hotel Class,Hotel Rating,Hotel Quality,Location,Cleanliness,Service,User Name,Review Title,Review Text,Date of Stay,User Rating,Review Likes,Trip Type,Value,Location,Cleanliness,Service,Rooms,Sleep Quality
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Kelly T,Recommended for a short stay in london,"Close to many London attractions. The staff were fantastic, friendly and superbly helpful. All areas were clean and the room was clean and very comfortable.Breakfast was good quality and continually replenished. EVERY member of staff I dealt with, made it a pleasure to stay here.",January 2019,4.0,54,Traveled with friends,-1,5.0,5.0,5.0,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,uej2014,Superb hotel at a budget price,"From arrival to leaving, everything perfect. First time in this hotel, for visits over last 15 years have always stated with a competitor, tried this because much cheaper, happy I did, far superior. Professional, polite and friendly staff. Easy walk to Stratford station where it is easy to connect with anywhere in London.  Loads of bars, restaurants a walk away and the hotel has a good bar and food too. Lovely clean room, beautiful bathroom. Excellent WiFi. Amazing breakfast which is INCLUDED in the room rate. The whole hotel is in good condition and impeccably naintained. Cannot fault the enjoyable atmosphere of this hotel and the professional, friendly staff. Wish we had been there before and for sure will return",March 2019,5.0,17,Traveled as a couple,5.0,-1,5.0,5.0,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Bathwickdave,For a basic hotel remarkably good,Stayed one night for business with my only complaint being that it’s a bit of a walk to the Tube...10/15 minutes. Despite that it’s clean and the staff are well trained and friendly. A good breakfast spread and efficient and friendly service. Not too expensive either.,March 2019,4.0,76,Traveled on business,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Amy @ Our Whimsical World,Great value hotel in Zone 2,"Room was clean and quiet, breakfast was substantial and tasted fresh with a good selection of hot and cold food. The best value hotel within 30 minutes on the tube of the west end & Waterloo. Free wi-fi and tea & coffee in the room. What more could you want for £35 per person?!",March 2019,5.0,144,Traveled on business,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Falkirkbairn70,Good stay,"Overall the staff were friendly, room was not too small and beds were very comfortable. The breakfast was fairly basic, but adequate. For me it would have had a higher rating had there been toiletries of the necessary standard - the soap and shampoo were squeezy bottles attached in the bathroom. I particularly missed having conditioner - when travelling for work for a couple of days I pack light and hope not to have to take shampoo and conditioner with me.",March 2019,4.0,74,Traveled as a couple,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,EmmaTrop1,Great!,"This place is such a great location for a trip to London, in Stratford shopping centre basically. Friendly and efficient service, a great breakfast and very comfy beds! My go to place to stay when in London",December 2018,4.0,10,Traveled as a couple,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Andy S,Very good,"I was working in London on Friday and decided to stay as had ticket for the evening game West Ham v Fulham and planned having a few beers before and after. Hotel is tidy with nice rooms; I was on floor 6 which was very quiet. No parking but Stratford International was a brisk 20 minutes away which cost £9 for 24 hours. Hotel is walking distance to Westfield with many restaurants and also London Stadium. Ye OldBlack Bull at nearby Broadway has a good range of beers and busy on match days. The breakfast is very good, both hot and cold options on serve your self basis.",February 2019,4.0,450,Traveled on business,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,AndreaJoanne,"Clean, comfortable and friendly with a great breakfast","Stayed here for a 2 night midweek leisure trip to London in February 2019.  Check in is published as from 3pm but we arrived at 1.30pm, expecting to leave our luggage in a storage room, but we checked in and directed to our room with no quibble at all.  Was pleasantly surprised when we entered our room as usually stay in Premier Inns and did not expect it to be as good.  However our room was spotless, spacious, very modern and I did actually say Wow upon entering.  The bathroom was sparkling with complimentary washing toiletries.  There was an ironing board, iron and normal hairdryer (not the attached to the bathroom wall type so common in most hotels) as standard and kettle with good supply of tea, coffee, milk, sugar and sweeteners.  Breakfast, which is included in the price, was superb.  Advertised as continental so expected quite a basic fare but there was a great choice of cereals, fruit, yogurts, toast, jams, egg, bacon, sausages, pastries etc. Very impressed!  The hotel is located on quite a busy road but our room was located at the back so didn’t pose a problem, overlooked a primary school so extremely quiet during the night time hours.  The nearest Train station is Pudding Mill Lane on the DLR but Stratford Westfields is only a 10 minute walk in the other direction and has the underground as well as the DLR.  I seriously would not hesitate in booking into a Holiday Inn again if this is the standard to go by - superb.",February 2019,5.0,53,Traveled as a couple,-1,-1,5.0,5.0,5.0,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,MrsEmmaJaneN,"Friendly, clean, refurb, smiles","I was greeted on a Monday eve with a big smile and warm welcome My booking was checked and confirmed and details on meal times and services explained Mariana was a lovely host in the restaurant when I ate there Mon and Tue eve. Food was hot fresh and very tasty. The room seemed recently refurbished to a great standard, the bed was comfy and very clean, there was all I needed (kettle, coffee, iron and board, hairdryer, shower gel) The working desk area was perfect for my catchup work in the evening.The bathroom was spotless and bed made while I was out in the day.",February 2019,5.0,23,Traveled on business,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,StevePNotts,Stay here with work whenever I can.,"Cannot fault the hotel.  Room was clean and comfortable, staff were friendly and the breakfast was really good.  The only real negative is the location.  Unless you're working, Stratford isn't the nicest place in the world, so be careful when walking around.",February 2019,4.0,163,Traveled on business,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,quxa,"Good room, good location",A nice hotel near Westfield mall Startford (10 min walk). The room was newly renoveded so is was very good. Typical english breakfast that was decent. The only thing to complain about (if I must?) was that the restroom was very cold.,February 2019,4.0,73,Traveled with friends,-1,5.0,5.0,5.0,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Konrad W,Great alternative to access London ExCel,"About the Hotel: Recently renovated rooms, like new. Clean and neat, shower pressure was excellent and no problems with hot water supply both mornings and evenings. The breakfast was above average for Holiday Inn Express. The food in the restaurant was very good, I can recommend the burger and chips. The staff are friendly, respectful and helpful.About the location: Use the DLR at High Street (5 min walk) to access London ExCel or Canary Wharf or London City Airport or any other connection.",January 2019,4.0,66,Traveled on business,-1,-1,5.0,5.0,-1,5.0
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Salvu Cachia,A great place to stay,My second visit and if in future I visit London again..this will be my home.It has all....fantastic modern rooms with all facilities required for a good stay...very comfortable beds...excellent housekeeping and above all very friendly and helpful staff. The restaurant serves delicious food and even when we placed a late ordered we were served with a smile.One word describe it all...Excellent.Salvu (Malta),January 2019,5.0,16,Traveled with family,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,BWr99_,I will definitely be returning!!,"Myself and my boyfriend arrived at the ‘Holiday Inn Express’ in Stratford on Saturday 19th January for one night. We were greeted to find out that I was awarded guest of the day which was displayed on a board on reception - this entitled me to 2x free drinks and 1000 IHG points and was a very unexpected but lovely surprise to our stay.Our room was spacious and contained a king size back. A hair dryer, iron and iron board were also available in our room as well as the usual tea and coffee facilities. The bathroom: The bathroom contained a very nice shower, towels and hair, body and face wash as well as water flannels. A sign on the wall displayed ‘Forgitten something? If you have forgotten a toothbrush, toothpaste, cosmetic pads, razor etc. Please ring reception and we will be happy to supply them’ - this is a lovely touch to the stay if you ask me.The view: We stayed in room 616 which was on the top floor and looked out of the window to see London Stadium tucked away and the ArcelorMittal Orbit as well as Westfields shopping centre all of which is only a 10 minute walk away.The staff: The staff really made my stay. They were forever smiling and friendly (especially the receptionists) On arrival, our room was spotlessly clean - Thank you.The Food: We did not eat in the Holiday Inn Express on the evening as we ate out however we had breakfast which is included in the price when you pay for your accommodation. The breakfast was delicious (so much so I had 3 plates, whoops!). The breakfast food available was a full English, fresh fruit, cereal, pastries, toasting machines and hot drinks including latte, Americano, tea, hot chocolate and a mocha all to a high standard. Thank you so much for our stay! We will see you again very soon I’m sure. B x",January 2019,5.0,1,Traveled as a couple,-1,-1,-1,-1,-1,-1
